revenu_mensuel,depenses_mensuelles,dettes_existantes,montant_credit,taux_mensuel,mensualite_credit,capacite_remboursement
7190119,450083,64829,24398028,2.4972252954786383,60927372.68139609,Non Capable
1987095,142674,10588,48738225,3.2561218297986945,158697598.3681405,Non Capable
5030450,227572,131514,42515024,1.1585928040674913,49257600.87115669,Non Capable
7719344,575692,105280,21767352,0.7943676638724644,17291280.556929614,Non Capable
2359818,391975,40721,42545952,2.171053362889715,92369532.16694438,Non Capable
2481785,681462,168217,33732821,0.2545974370938758,8588289.772546472,Non Capable
4103339,531436,10599,49541934,2.6109317932780187,129350610.58108124,Non Capable
9717719,545935,72594,19010846,2.56942429756643,48846929.629693575,Non Capable
1246107,153051,134011,37015489,1.3020763527896047,48196992.91384373,Non Capable
7380144,303085,22149,18141583,3.259346658175442,59129707.92506241,Non Capable
4795583,418796,127616,43682645,1.8379393552024241,80286052.38483639,Non Capable
3997389,165524,197639,19844100,2.36058442052229,46843673.29928638,Non Capable
4392807,576152,141280,22303263,0.7728656742555498,17237426.396593854,Non Capable
8238004,368614,197170,33509685,1.5291188199824002,51240289.985181935,Non Capable
6495035,560814,109034,10916196,3.149199846581956,34377282.76845856,Non Capable
3852279,617733,180564,22407169,0.7850999533817278,17591867.337316494,Non Capable
5765989,415617,20951,28861446,1.4316907344365866,41320664.82064188,Non Capable
2371690,144439,179992,27859490,1.167798621718393,32534274.023777355,Non Capable
741234,376452,46766,34954416,0.5600410729077997,19575908.63950556,Non Capable
5651218,191563,57014,31733559,1.0645732219842294,33782697.14965664,Non Capable
7164550,397225,159423,15396983,0.857291112213789,13199696.6808068,Non Capable
6417294,543599,180458,9883490,3.3718808148792316,33325950.315050736,Non Capable
9536029,634125,87122,23507276,2.7075268485357773,63646580.90594071,Non Capable
7156726,742416,9308,48509094,1.1606097576894805,56300127.83307623,Non Capable
6138794,267896,59252,36249144,2.7885541538034637,101082701.0730199,Non Capable
7808158,788433,83211,34975447,0.09058942904329188,3168405.774263916,Capable
6760425,721912,159136,9231138,1.9265499472069494,17784248.426560063,Non Capable
8761017,519515,184951,11491374,0.9212178119942102,10586058.413087156,Non Capable
8137739,130063,126534,10602940,0.4261323413829916,4518255.647743377,Capable
1019598,693741,8720,10623740,3.2268810431520984,34281545.21337667,Non Capable
5542895,354371,126204,7472937,0.7355995447157643,5497089.05488959,Non Capable
8221379,202166,174012,40440326,3.0035035783244677,121462663.849608,Non Capable
3581068,114506,79993,29326696,1.5141305460700474,44404446.228910275,Non Capable
3506415,325413,199547,38445636,0.06201840294814924,2384336.9450458726,Partiellement Capable
1124371,213604,47113,38465747,2.676419498655732,102950475.30115822,Non Capable
5904237,126026,48926,7108807,2.180749519918499,15502527.452443264,Non Capable
1223548,520888,169275,32472941,1.2627856547308625,41006364.06172167,Non Capable
3594014,414557,136464,30122531,1.0348271994915987,31171614.396328866,Non Capable
7314746,355116,25905,21413023,0.2782361586283824,5957877.264141201,Partiellement Capable
9852083,427210,50385,8108915,3.436789165200391,27868631.213530928,Non Capable
6466204,290285,30653,44430573,1.808104980279192,80335140.3179582,Non Capable
5443542,150971,91865,4846475,0.3213092439770332,1557217.2182035919,Capable
3209034,520497,125813,43099838,3.1719941725898724,136712434.97556755,Non Capable
4824293,213978,145871,8782784,1.0249527490568529,9001938.605172543,Non Capable
6956971,259163,191175,14575443,0.7511138852741436,10947817.62132182,Non Capable
293585,203864,15052,42578054,1.0326122755656761,43966621.23009824,Non Capable
2789448,494295,137116,13454587,2.065040109329885,27784261.80946845,Non Capable
359556,719674,150943,29319839,0.2795656035692129,8196818.486587147,Non Capable
1825557,539967,151306,9484344,1.7635951492065423,16726543.071806174,Non Capable
8556461,710414,21381,8146431,3.2705061402524978,26642952.606643297,Non Capable
2259021,548648,148346,35706472,0.6949446088798908,24814020.218520775,Non Capable
1451482,786311,83108,1199321,1.2155271306341677,1457807.2138393007,Non Capable
792335,705151,49892,41253950,1.451883952788016,59895947.994119175,Non Capable
4520070,440435,181593,4035568,2.1438433899591725,8651625.781530758,Non Capable
6950379,225659,91501,49525844,3.356085457355774,166212964.81167072,Non Capable
3810920,107235,83391,36374454,1.446122718002429,52601924.284334324,Non Capable
7110006,444877,17920,19225065,0.26171634006705957,5031513.649351325,Partiellement Capable
2734413,162712,16702,40009775,1.2765411356088123,51074123.61395307,Non Capable
3157360,252545,1894,21012069,0.7019109018634351,14748600.301806726,Non Capable
6145544,225849,30985,47567018,2.382459102901536,113326475.03198121,Non Capable
5947469,355493,159359,8170579,0.11651407736908916,951987.4737562551,Capable
2485000,704111,125702,44458120,1.0726250947059872,47686895.175450146,Non Capable
7158531,204215,73527,48408366,1.9944315663267367,96547173.22469795,Non Capable
4572252,132230,146511,39144731,1.0194965100203777,39907916.64018649,Non Capable
6072184,446717,128676,18444041,2.015622831376725,37176230.142448395,Non Capable
652690,562092,42235,46634323,0.42755285276134686,19938637.835244093,Non Capable
2798421,402788,158731,4128471,3.4418119762822257,14209420.931533856,Non Capable
2204109,279736,24976,2420556,1.0689007786807878,2587334.193240453,Non Capable
4672880,428821,82643,15839152,3.3697230553791755,53373555.67205518,Non Capable
7455547,518641,198937,31894054,1.1960409997950894,38146596.23367857,Non Capable
8573735,747534,107631,10204283,2.8558982958696753,29142394.430271897,Non Capable
6707294,184817,199378,8789573,0.9061219811589609,7964425.300301312,Non Capable
1634250,338657,56697,3616219,2.447958804698148,8852355.140766732,Non Capable
311087,317033,70382,25163184,1.1883270183148724,29902091.414028503,Non Capable
6659907,331414,16651,41821934,1.863339230323158,77928450.31018591,Non Capable
1746176,356812,180116,49956611,2.462683490579798,123027321.15501712,Non Capable
289353,404958,14633,46545613,2.1535323189387765,100237481.90031686,Non Capable
6734531,694507,79164,36811860,2.107661359552647,77586934.8952617,Non Capable
3610011,270956,569,47348759,0.24907824179372695,11793545.642834906,Non Capable
7904909,457489,190972,40180030,0.9166396691045943,36830609.40381267,Non Capable
4509622,357134,67509,16298177,2.0914950150778115,34087555.95035584,Non Capable
5209617,462232,123425,44442473,0.07667463426523918,3407610.363117767,Partiellement Capable
5975570,121650,101126,47908029,0.922345088622166,44187735.2537183,Non Capable
666880,456386,127522,48019596,0.8442342715295561,40539788.64820359,Non Capable
7322695,270521,33038,24928563,0.9194762409854373,22921221.400408655,Non Capable
7683296,270733,180160,18188761,1.9596185784226197,35643033.97408879,Non Capable
5215050,342037,197865,12395284,2.1283356886298606,26381325.307902694,Non Capable
1063168,180428,38138,8777852,3.3187526995170327,29131520.020960983,Non Capable
475281,306251,194382,40902801,1.415153018455438,57883722.298432104,Non Capable
4032875,634231,159829,8882676,3.382747258400978,30047847.886264168,Non Capable
3245765,798600,187223,24810575,2.3831138157423797,59126424.059012495,Non Capable
7984102,538976,110740,16986312,3.3320838410780227,56599815.73470971,Non Capable
5845108,121042,111174,957739,3.043838450115376,2915202.79337505,Capable
5924719,418903,49272,28067676,2.5128000940039823,70528458.89127332,Non Capable
8908144,468117,137980,23193874,1.3062254742490125,30296429.06532184,Non Capable
6859280,776278,141916,34550912,0.8876420295741954,30668841.65131942,Non Capable
5750306,482811,51455,10017137,0.8195048252637973,8209092.106828519,Non Capable
4622093,601691,68447,22241837,3.4759127683408635,77310685.21965624,Non Capable
1811729,314304,77108,23835893,3.4992087889908636,83406766.2790458,Non Capable
5281595,496178,174138,41073140,2.6483861996284843,108777537.15140869,Non Capable
5728047,769211,171076,49606496,3.2270173820383774,160081024.85401723,Non Capable
9320277,538963,38333,41087306,3.35514603360778,137853911.75752914,Non Capable
1369043,414493,121219,49285459,1.8720645553302964,92265560.88708456,Non Capable
7353230,301904,83029,19020635,2.299777273875627,43743224.10768333,Non Capable
2808231,770105,39697,20403470,1.534266372429581,31304357.901875786,Non Capable
6909908,105730,17634,49766069,1.5333063819983577,76306631.20467062,Non Capable
3330389,507137,125520,36241549,0.14988126386639722,5431929.168595964,Non Capable
1911909,302210,24561,49416725,1.589110116164692,78528617.60522865,Non Capable
2906138,119023,149105,18097792,2.4615029139079874,44547767.74330066,Non Capable
360078,751084,55063,17762521,1.546015084627919,27461125.40702019,Non Capable
2165631,445430,25921,49469384,3.1855712238321217,157588246.1311012,Non Capable
6564127,508213,19340,12255962,1.2205291467615462,14958758.842601934,Non Capable
2258187,620610,62781,30786438,0.4929626494814921,15176564.044577688,Non Capable
1909066,120923,14901,46663306,2.964073634253776,138313475.00171605,Non Capable
2398815,496103,10638,15489686,2.463170422716075,38153736.41235927,Non Capable
7605740,294795,169668,19574753,0.8902229156469178,17425893.68872825,Non Capable
4756259,333462,44324,40054945,1.9626825719937282,78615142.47366732,Non Capable
7723915,151413,88356,47845509,1.4727425124814044,70464115.13561165,Non Capable
7908426,355719,32642,9216726,3.4274495862257943,31589863.71505652,Non Capable
6654003,653044,25378,28536786,2.2206888109510894,63371321.370705694,Non Capable
4385314,433720,50867,27387772,0.5865369107206494,16063939.180401502,Non Capable
1160681,742536,73686,24613587,1.837820367598626,45235351.508260764,Non Capable
1857618,372448,42875,9896013,3.1497068703868165,31169540.13553725,Non Capable
4146830,654629,118171,11898203,2.45424787891816,29201139.47568769,Non Capable
4586787,510226,100061,13836066,3.076525556999109,42567010.65732643,Non Capable
3005423,227039,64377,3086278,0.9214535024709307,2843861.6726989793,Non Capable
321295,787018,54691,30659110,3.243599012453052,99445858.91868949,Non Capable
9382582,280074,195375,2167427,2.760425247839986,5983020.213650078,Partiellement Capable
7863287,756735,191911,13686012,2.663246069794606,36449217.67016181,Non Capable
3695376,723773,49063,26923862,1.2714094939392289,34231253.76030964,Non Capable
5501035,231562,91782,46750800,3.2410753520883224,151522865.57041076,Non Capable
3862600,103729,78343,24336822,2.332244933711308,56759429.8121339,Non Capable
1075816,761334,83071,9978636,3.110695695780601,31040500.054961354,Non Capable
9013313,742510,136564,31385071,1.3239360997900294,41551828.49137316,Non Capable
2276793,447360,121399,30999550,0.5401736114742577,16745138.877576824,Non Capable
804594,708148,31357,30278785,1.2197073360019732,36931256.18972651,Non Capable
8786326,358360,32314,40745745,1.6671622244456643,67929766.8708958,Non Capable
3754473,459014,179769,34170528,1.9516028455295924,66687299.67804861,Non Capable
7549695,121398,70283,36927153,1.8693455451899965,69029608.95709942,Non Capable
2454664,396794,59567,28121433,1.9976387164690945,56176463.32339164,Non Capable
4591747,728177,47006,37016989,3.073808985411529,113783153.40107973,Non Capable
936976,365303,191083,5471943,0.6291685361249385,3442774.367069104,Non Capable
2722189,460306,141758,10790282,1.16042671441469,12521331.48886797,Non Capable
8756404,555982,168521,44163735,3.244534905185043,143290779.75084236,Non Capable
1491082,325959,61606,37382638,2.050067864592322,76636944.8574878,Non Capable
5434502,727122,18891,46332815,2.1335391281452423,98852873.7196148,Non Capable
6811000,510281,183187,10904336,1.7501476623947863,19084198.160367314,Non Capable
6921458,645926,101732,11689611,2.008267671349546,23475867.86195204,Non Capable
5142306,539727,191791,6753001,0.7310102192387684,4936512.741529622,Non Capable
3924515,618490,167795,24162803,2.000595513881987,48339995.28461421,Non Capable
1829159,653608,29877,43359781,3.639710185596465,157817036.55093208,Non Capable
9545925,563092,14026,45822439,2.0704131654440308,94871380.978356,Non Capable
4765488,134924,20422,8240012,0.17162497480595046,1414191.8519007294,Capable
6291495,312792,140316,5036033,2.9090257454364012,14649949.651867315,Non Capable
9306842,533950,33481,27593692,1.4531705605531309,40098340.87137044,Non Capable
9017088,795385,89180,10323647,0.5693811805456852,5878090.316396922,Partiellement Capable
6574167,102159,109384,24424082,3.149572094665156,76925407.10501353,Non Capable
1041971,673228,58031,33322709,0.730622650147282,24346325.959666684,Non Capable
751157,703724,139593,39358921,3.3615932990850608,132308685.09281828,Non Capable
4628727,570192,132818,318179,1.618139225211084,514857.9205384375,Capable
4374499,638966,83127,20511307,2.713758638488908,55662736.55794801,Non Capable
6196594,540420,92254,27666129,2.0010648952322145,55361719.52886593,Non Capable
5356799,505237,68232,1823155,0.9441215662514294,1721279.9541191247,Capable
4577576,762132,143084,39875575,2.452768235165144,97805543.71894534,Non Capable
5212140,691451,80224,21870775,3.4968016852401385,76477762.8775079,Non Capable
3049487,254536,154529,47326230,2.8114785591207414,133056680.9290168,Non Capable
3154941,675425,29960,20201465,2.2086255075336485,44617470.88854824,Non Capable
8233441,523448,87695,35597606,3.615886314087718,128716896.34968685,Non Capable
5570385,601233,130066,45649049,0.9757890691273725,44543843.03025982,Non Capable
2350021,724773,138982,39514091,0.23692301599038848,9361797.613838665,Non Capable
9999436,340970,2693,20579155,0.12695635266198912,2612654.4596657366,Capable
7178040,729756,115313,8996241,2.5969038815940255,23362373.172655318,Non Capable
868467,100901,146930,15012728,3.032045807632381,45519278.99352526,Non Capable
5583152,187980,28810,39863471,2.321765956443677,92553649.87347977,Non Capable
7578141,469738,20092,32729394,3.304296814693242,108147632.3410401,Non Capable
5322148,576813,179772,6007013,2.5506328123173105,15321684.461816644,Non Capable
1957923,392007,58105,25278713,1.3602749129288347,34385999.125028,Non Capable
5384207,498838,161577,525648,0.6697801815327691,352068.612862337,Capable
8766999,615956,28555,16670790,3.375716821955329,56275866.23828468,Non Capable
6980886,576384,71934,36442711,0.38709362599082536,14106741.141925737,Non Capable
9655634,587063,72788,38652054,1.986477789636916,76781446.79484671,Non Capable
6103584,351839,77257,23432582,1.1529888479955823,27017505.72574202,Non Capable
8420528,421395,17939,46296275,0.997950627371608,46201396.68121849,Non Capable
4551754,696860,142897,31454957,2.360838860977503,74260084.85597633,Non Capable
2519042,663543,155223,47803983,0.8517024521033719,40714769.541407906,Non Capable
2233509,687500,128068,38785384,3.34556898854232,129759177.91910549,Non Capable
7990141,487773,36,10233326,1.4879998291208119,15227187.339337561,Non Capable
366381,122499,93948,17474564,2.4756462620960313,43260839.048357874,Non Capable
1771701,726840,83707,6980753,2.6590308110760477,18562037.311511554,Non Capable
6355525,544844,39051,41236062,2.495907768436202,102921407.48551688,Non Capable
9837994,685648,80738,39584340,3.298376876850605,130564071.7413925,Non Capable
3688618,497819,73596,25964339,0.8513163435258332,22103866.139545187,Non Capable
8163697,586525,60071,19135807,0.3232385426574083,6185430.367253433,Partiellement Capable
2707184,243704,130613,21077582,0.21189513804477966,4466237.147540163,Non Capable
4353022,785967,73601,32094324,3.2053527077290904,102873628.33613473,Non Capable
1668175,191873,29873,33880728,3.552764861778623,120370259.92987911,Non Capable
4056688,165756,167720,40105032,1.1111966099851542,44564575.60174613,Non Capable
7515795,540210,71468,16177778,2.5343906818128876,41000809.81563754,Non Capable
4022962,294454,26470,44940057,0.042442534385166,1907369.91449382,Capable
4291776,418488,196201,28292926,0.6966186968221956,19709381.239406813,Non Capable
2977423,546991,8328,43893077,2.5189587521602763,110564850.46839492,Non Capable
5959840,500565,137405,49647843,0.2498291871074475,12403480.258328177,Non Capable
5380397,651752,121173,7091466,1.7153765817081612,12164534.706379646,Non Capable
3701356,535840,46638,17176290,2.4218030823211736,41597592.06484235,Non Capable
9770173,221897,11268,823136,2.7980877435520832,2303206.7528764876,Capable
3694084,620082,113920,47906251,1.6618899259567086,79614915.9272535,Non Capable
3177109,399488,110379,3078550,2.3042339037666886,7093699.284440939,Non Capable
7229451,183791,148117,28123886,1.974055291605903,55518105.97882117,Non Capable
8769981,779659,171813,19094580,0.20039301038328883,3826420.368204539,Capable
8028484,232534,173842,49724045,2.7138090616258412,134941563.9016911,Non Capable
8753902,181441,7887,45183001,0.637397373822765,28799526.17883136,Non Capable
6464624,337612,24918,21354430,0.12577213369118245,2685792.2248589974,Capable
5092611,533797,35497,26695334,1.6522512152896751,44107398.044063784,Non Capable
6607182,331444,93562,23749808,3.1609208177046972,75071262.52368955,Non Capable
4585868,237263,192081,38562007,0.5590191530861442,21556900.494441967,Non Capable
2465167,445578,11929,30165170,0.056801424185788964,1713424.6168064356,Partiellement Capable
4136402,708806,102201,23532550,0.41032441818611837,9655979.88718574,Non Capable
6795535,147645,192834,24041691,1.3337191761670484,32064864.31418274,Non Capable
7092385,339608,116566,1331810,2.1218256067683456,2825868.5613501505,Capable
9328552,647571,28546,47385346,0.7125641677086489,33765099.63407636,Non Capable
938105,616369,168410,12297945,2.9291489782821567,36022513.031720154,Non Capable
2239173,449115,165355,28365720,2.752001518798658,78062504.52181748,Non Capable
3330761,202780,82494,45128060,2.542943564419265,114758109.75172645,Non Capable
1664466,523240,46566,48299921,1.7843901022685802,86185900.97275434,Non Capable
695101,542846,85464,40597917,1.3393897166877067,54376432.54874103,Non Capable
8356609,100515,128279,34495507,1.3771353003119113,47504980.39185664,Non Capable
7663023,408360,81991,37614933,1.8411767472388691,69255739.988548,Non Capable
7863269,433977,92680,48187266,0.2914254602528625,14042996.172377111,Non Capable
1355534,683043,28013,7299993,2.4935918848361025,18203203.304160353,Non Capable
9863273,652144,52132,3443197,1.2894874601938595,4439959.354477117,Capable
4603127,608175,159156,33208377,0.8281219516968266,27500585.973924007,Non Capable
7565360,173870,107855,17109862,1.0231105366150457,17505280.092229377,Non Capable
8323461,237080,152215,23882788,0.6662711984418329,15912413.782892225,Non Capable
748863,196502,91627,43546833,3.2917078313211503,143343451.2153343,Non Capable
9006262,690611,122772,32584142,0.6252965595596859,20374751.88880426,Non Capable
2926188,532206,145251,42627422,3.2238510727773,137424460.14443067,Non Capable
3545990,578977,189798,34447379,2.0929659613251625,72097191.70386721,Non Capable
8032937,791804,141294,30299757,3.167521477615451,95975131.0640291,Non Capable
6776818,528556,191037,16102876,1.7355937495360643,27948050.9351543,Non Capable
9435687,729507,64068,14007555,3.386586738911108,47437800.00756799,Non Capable
5741590,629321,155021,42926138,0.7798263067343947,33474931.658910956,Non Capable
6762440,435468,16116,29670007,2.0290779803640793,60202757.8809481,Non Capable
6349628,734044,182124,17713788,0.4680528334697557,8290988.664882557,Non Capable
6805968,580350,51369,36130580,1.6378818381366063,59177620.783341706,Non Capable
2949015,596232,179889,39532876,2.084449455794506,82404281.86419168,Non Capable
9924733,588455,103100,36297845,2.214657808710346,80387305.86860779,Non Capable
9087590,362210,29655,34808615,1.340524820742496,46661812.38316956,Non Capable
1422622,738447,188874,46647534,0.28786173748588834,13428040.18667205,Non Capable
2753771,631821,47632,38577823,2.3953868998328556,92408811.83827063,Non Capable
3427825,477972,145265,783843,1.7878919720499313,1401426.6070475343,Capable
1246161,733316,161848,1049130,0.5082390745596151,533208.860292729,Non Capable
4433839,350231,174297,45251337,3.4165885286382025,154605198.89974144,Non Capable
916326,112940,191082,24930512,3.488633930347733,86973430.06414133,Non Capable
899150,480171,196523,33183013,3.128046858586183,103798019.57307447,Non Capable
3625957,641220,179884,3739540,3.0816806138840547,11524067.922843978,Non Capable
368834,326377,18895,43426799,0.36916344415972435,16031586.687672073,Non Capable
3489576,550043,196854,18543694,3.6260491988805468,67240346.772986,Non Capable
6143309,124648,152281,36155207,1.467385674703983,53053632.817757174,Non Capable
6198540,132966,192879,25276072,0.6037608617562933,15260703.012534115,Non Capable
4499913,520993,23086,34282842,2.966050290710685,101684633.48048848,Non Capable
4672201,355733,85637,37932161,0.8316599972055305,31546660.911259733,Non Capable
1329600,263639,158279,1074426,1.9252781672373132,2068568.9201121174,Non Capable
9664323,346331,107334,11232492,0.4759784773405083,5346424.438899441,Partiellement Capable
3753157,142598,151969,3038659,1.7377104327242343,5280309.445791389,Non Capable
8522874,290271,63083,32239226,2.04163503598671,65820733.33469368,Non Capable
9099851,507014,95028,47005736,1.6331632142228876,76768038.8926725,Non Capable
2235588,799597,66957,33335460,0.2629320420996569,8764960.572131429,Non Capable
8890059,755538,97551,1386706,1.7751780713212586,2461650.0825696173,Capable
4447355,348004,78506,46900789,1.7169519501245696,80526401.13593096,Non Capable
2002683,117118,138355,15349502,0.9622978093380528,14770792.14903006,Non Capable
7966868,122616,94024,9504994,3.3646298227530687,31980786.27748898,Non Capable
1254646,231870,81481,41570045,1.5307640910216522,63633932.14815418,Non Capable
9610133,369745,255,46327924,3.1553814981548416,146182274.23752365,Non Capable
4117500,102795,15487,44485442,0.40917633986572854,18202390.334869154,Non Capable
699395,197462,19346,20106623,1.1707133145105004,23539091.25594306,Non Capable
5393901,538480,35050,12817801,0.6518443077156657,8355210.619282167,Non Capable
7004350,465036,8744,14852036,1.4966152677674207,22227783.83503137,Non Capable
1510386,434977,155828,9276061,0.41635754130199815,3862157.9509273544,Non Capable
3304390,622904,61596,4899000,1.6153666932780586,7913681.4303692095,Non Capable
7269431,365228,156218,12555135,1.2980895061515803,16297688.99181642,Non Capable
3629569,569862,119640,40582978,0.8228667720773789,33394384.108147282,Non Capable
3150603,232201,55032,19765431,2.3475330594991464,46400002.70774927,Non Capable
8861474,259094,42687,30059910,3.4713178168581083,104347501.15615122,Non Capable
9773856,363749,177175,38396191,0.7638930437204963,29330583.210263524,Non Capable
1896711,177506,153048,43787349,2.600918657230359,113887332.9647571,Non Capable
5837774,144130,62863,27091837,2.712266436894544,73480280.20891778,Non Capable
6569707,263402,131663,33726366,1.8231586797901393,61488516.91067904,Non Capable
8217801,246259,6277,49917777,3.277512779806064,163606152.0570092,Non Capable
1673286,519007,61860,21363719,3.527659840476018,75363933.55951448,Non Capable
3945961,452580,133332,28776576,1.328577085476012,38231899.47205895,Non Capable
8467316,301682,196955,36503198,2.3797612047316026,86868894.44903623,Non Capable
3427945,474485,24741,32660984,2.4204539291564084,79054407.05291459,Non Capable
7598340,323034,119720,11865475,1.4792333155591166,17551805.92493381,Non Capable
